Place_ID X Date,target
0Q2LTOG X 2020-01-22,5.126278592484168
0Q2LTOG X 2020-01-23,4.748140613235681
0Q2LTOG X 2020-01-24,4.912180764020142
0Q2LTOG X 2020-01-25,4.4538790227745135
0Q2LTOG X 2020-01-26,4.6931237187839505
0Q2LTOG X 2020-01-27,4.27781510893246
0Q2LTOG X 2020-01-28,3.9627419672721897
0Q2LTOG X 2020-01-29,4.586400115928933
0Q2LTOG X 2020-01-30,4.3391708857360065
0Q2LTOG X 2020-01-31,4.787059478907155
0Q2LTOG X 2020-02-01,4.683148133934678
0Q2LTOG X 2020-02-02,4.735920763878873
0Q2LTOG X 2020-02-03,4.229884957381419
0Q2LTOG X 2020-02-04,4.449048059273562
0Q2LTOG X 2020-02-05,3.706793618217456
0Q2LTOG X 2020-02-06,4.441295399009931
0Q2LTOG X 2020-02-07,4.3133142878564685
0Q2LTOG X 2020-02-08,4.5553508916468015
0Q2LTOG X 2020-02-09,4.167674465428332
0Q2LTOG X 2020-02-10,4.532013874751351
0Q2LTOG X 2020-02-11,4.789497178132734
0Q2LTOG X 2020-02-12,4.240285195278803
0Q2LTOG X 2020-02-13,4.620373517590121
0Q2LTOG X 2020-02-14,4.911077795209566
0Q2LTOG X 2020-02-15,4.418667399476212
0Q2LTOG X 2020-02-16,3.682160116149044
0Q2LTOG X 2020-02-17,3.2099641373441155
0Q2LTOG X 2020-02-18,3.854782166996814
0Q2LTOG X 2020-02-19,5.086899110508767
0Q2LTOG X 2020-02-20,4.672675704720846
0Q2LTOG X 2020-02-21,4.894018568323757
0Q2LTOG X 2020-02-22,4.339357210259507
0Q2LTOG X 2020-02-23,4.426023827724146
0Q2LTOG X 2020-02-24,4.434536251801866
0Q2LTOG X 2020-02-25,4.055396028593205
0Q2LTOG X 2020-02-26,4.393670940963817
0Q2LTOG X 2020-02-27,4.299001302119777
0Q2LTOG X 2020-02-28,4.77381510271222
0Q2LTOG X 2020-02-29,4.102821969333791
0Q2LTOG X 2020-03-01,4.53995242716731
0Q2LTOG X 2020-03-02,3.9051684765011467
0Q2LTOG X 2020-03-03,4.634172768277687
0Q2LTOG X 2020-03-04,3.7942969604801595
0Q2LTOG X 2020-03-05,4.142347202913554
0Q2LTOG X 2020-03-06,4.502654233049021
0Q2LTOG X 2020-03-07,4.63377808730981
0Q2LTOG X 2020-03-08,4.5418671450050985
0Q2LTOG X 2020-03-09,4.8279762199536975
0Q2LTOG X 2020-03-10,4.419446394033788
0Q2LTOG X 2020-03-11,4.1501524541244805
0Q2LTOG X 2020-03-12,4.223660029298335
0Q2LTOG X 2020-03-13,3.4490572435154077
0Q2LTOG X 2020-03-14,4.347377326183619
0Q2LTOG X 2020-03-15,3.744067695496839
0Q2LTOG X 2020-03-16,3.9156861851934375
0Q2LTOG X 2020-03-17,4.427612745570379
0Q2LTOG X 2020-03-18,4.346473962185662
0Q2LTOG X 2020-03-19,3.8588971696260774
0Q2LTOG X 2020-03-20,4.149744050041922
0Q2LTOG X 2020-03-21,4.7399935348607345
0Q2LTOG X 2020-03-22,3.990655800502368
0Q2LTOG X 2020-03-23,4.372630268603788
0Q2LTOG X 2020-03-24,4.510224840094787
0Q2LTOG X 2020-03-25,4.616067603601282
0Q2LTOG X 2020-03-26,4.605103286881638
0Q2LTOG X 2020-03-27,4.000818011085934
0Q2LTOG X 2020-03-28,3.6592508856221153
0Q2LTOG X 2020-03-29,3.71620285711332
0Q2LTOG X 2020-03-30,4.534871760868575
0Q2LTOG X 2020-03-31,4.364117776964654
0Q2LTOG X 2020-04-01,4.199274778007205
0Q2LTOG X 2020-04-02,4.398840183227118
0Q2LTOG X 2020-04-03,4.22634354675544
0Q2LTOG X 2020-04-04,3.947895466855213
15WCXN1 X 2020-01-02,5.3013045239603755
15WCXN1 X 2020-01-03,5.384780368633496
15WCXN1 X 2020-01-04,5.312264171758036
15WCXN1 X 2020-01-05,5.396426815827599
15WCXN1 X 2020-01-06,4.9280522765325
15WCXN1 X 2020-01-07,4.897865522625112
15WCXN1 X 2020-01-08,4.997252816947929
15WCXN1 X 2020-01-09,5.2243150366165745
15WCXN1 X 2020-01-10,5.231917097396494
15WCXN1 X 2020-01-11,5.547932212309231
15WCXN1 X 2020-01-12,5.41507508487612
15WCXN1 X 2020-01-13,5.200396079056556
15WCXN1 X 2020-01-14,5.2198869160505
15WCXN1 X 2020-01-15,5.344081336776467
15WCXN1 X 2020-01-16,5.277647036035228
15WCXN1 X 2020-01-17,5.313119034492972
15WCXN1 X 2020-01-18,5.620010275834341
15WCXN1 X 2020-01-19,4.818595132444527
15WCXN1 X 2020-01-20,4.862528392037273
15WCXN1 X 2020-01-21,4.981796417687375
15WCXN1 X 2020-01-22,5.354987102082675
15WCXN1 X 2020-01-23,4.608056264564583
15WCXN1 X 2020-01-24,4.857634594087854
15WCXN1 X 2020-01-25,5.264392665434996
15WCXN1 X 2020-01-26,5.177181932311669
15WCXN1 X 2020-01-27,4.907909612265307
15WCXN1 X 2020-01-28,5.46993410074573
15WCXN1 X 2020-01-29,5.116679974180994
15WCXN1 X 2020-01-30,4.850827820873186
15WCXN1 X 2020-01-31,5.253049409804011
15WCXN1 X 2020-02-01,5.080997825104461
15WCXN1 X 2020-02-02,4.529295602636341
15WCXN1 X 2020-02-03,4.902649542635215
15WCXN1 X 2020-02-04,4.0351698402126885
15WCXN1 X 2020-02-05,4.610078403959777
15WCXN1 X 2020-02-06,4.970506472551895
15WCXN1 X 2020-02-07,5.06700383753503
15WCXN1 X 2020-02-08,5.046140926925901
15WCXN1 X 2020-02-09,5.198422828292973
15WCXN1 X 2020-02-10,5.229659523409612
15WCXN1 X 2020-02-11,5.43538838524481
15WCXN1 X 2020-02-12,4.797169435484692
15WCXN1 X 2020-02-13,4.698264932688953
15WCXN1 X 2020-02-14,4.156480417003981
15WCXN1 X 2020-02-15,4.272051119217703
15WCXN1 X 2020-02-16,4.036995622847158
15WCXN1 X 2020-02-17,4.7159025355467
15WCXN1 X 2020-02-18,5.09112200209335
15WCXN1 X 2020-02-19,4.638059360827586
15WCXN1 X 2020-02-20,4.531106371857975
15WCXN1 X 2020-02-21,4.8648703906153195
15WCXN1 X 2020-02-22,4.19688106681097
15WCXN1 X 2020-02-23,4.877499281960542
15WCXN1 X 2020-02-24,4.357221036946422
15WCXN1 X 2020-02-25,4.575908775366905
15WCXN1 X 2020-02-26,3.826051483699965
15WCXN1 X 2020-02-27,4.725094829423691
15WCXN1 X 2020-02-28,4.478591004270689
15WCXN1 X 2020-02-29,4.513278890601325
15WCXN1 X 2020-03-01,4.023188316873361
15WCXN1 X 2020-03-02,4.099731386139774
15WCXN1 X 2020-03-03,4.6864322664491915
15WCXN1 X 2020-03-04,4.359411340875335
15WCXN1 X 2020-03-05,4.500068778740072
15WCXN1 X 2020-03-06,4.6900565195580555
15WCXN1 X 2020-03-07,4.850202393970393
15WCXN1 X 2020-03-08,4.601306610160599
15WCXN1 X 2020-03-09,4.483587534890151
15WCXN1 X 2020-03-10,4.58036106297887
15WCXN1 X 2020-03-11,4.606557489322779
15WCXN1 X 2020-03-12,4.02526244926463
15WCXN1 X 2020-03-13,4.131202591748861
15WCXN1 X 2020-03-14,4.138659717896827
15WCXN1 X 2020-03-15,3.3708382077252828
15WCXN1 X 2020-03-16,4.3355310257881765
15WCXN1 X 2020-03-17,4.201519423708769
15WCXN1 X 2020-03-18,4.467260093302883
15WCXN1 X 2020-03-19,3.3692221488851484
15WCXN1 X 2020-03-20,4.351752511570581
15WCXN1 X 2020-03-21,4.3465687954217325
15WCXN1 X 2020-03-22,4.732018002599923
15WCXN1 X 2020-03-23,3.8164983535937838
15WCXN1 X 2020-03-24,4.590985874916028
15WCXN1 X 2020-03-25,4.371423801081584
15WCXN1 X 2020-03-26,4.511641815086858
15WCXN1 X 2020-03-27,3.839081680367836
15WCXN1 X 2020-03-28,4.259097372741384
15WCXN1 X 2020-03-29,4.795197321869182
15WCXN1 X 2020-03-30,4.6587448056016
15WCXN1 X 2020-03-31,4.752837498043849
15WCXN1 X 2020-04-01,4.076280490813224
15WCXN1 X 2020-04-02,4.772799425053803
15WCXN1 X 2020-04-03,4.466437942009133
15WCXN1 X 2020-04-04,3.83857033937624
19090SM X 2020-01-02,4.37267755142434
19090SM X 2020-01-03,4.460978784441868
19090SM X 2020-01-04,4.547746086729714
19090SM X 2020-01-05,4.9201924877577214
19090SM X 2020-01-06,4.294908463684018
19090SM X 2020-01-07,4.2643306238235335
19090SM X 2020-01-08,4.174650697685783
19090SM X 2020-01-09,4.766454023091995
19090SM X 2020-01-10,4.57780288157899
19090SM X 2020-01-11,3.8771978640757574
19090SM X 2020-01-12,4.051460619661716
19090SM X 2020-01-13,4.428150216202691
19090SM X 2020-01-14,4.193083661096317
19090SM X 2020-01-15,4.026372649854028
19090SM X 2020-01-16,4.882112557754458
19090SM X 2020-01-17,4.180072146002027
19090SM X 2020-01-18,4.536156633650141
19090SM X 2020-01-19,4.685834546006539
19090SM X 2020-01-20,4.854031706941423
19090SM X 2020-01-21,4.269770912956218
19090SM X 2020-01-22,4.695972535779864
19090SM X 2020-01-23,4.921881205406197
19090SM X 2020-02-18,4.5686216424475425
19090SM X 2020-02-19,4.1274427341466025
19090SM X 2020-02-20,4.2749349803562975
19090SM X 2020-02-21,4.371546001792977
19090SM X 2020-02-22,4.223875165968897
19090SM X 2020-02-23,4.325019418966879
19090SM X 2020-02-24,4.212487086348337
19090SM X 2020-02-25,4.100577049891481
19090SM X 2020-02-26,4.406696427353339
19090SM X 2020-02-27,4.312349312523214
19090SM X 2020-02-28,4.488524428875061
19090SM X 2020-02-29,4.582759285947892
19090SM X 2020-03-01,4.2569388855861625
19090SM X 2020-03-02,3.7288615332345767
19090SM X 2020-03-03,4.106246205956021
19090SM X 2020-03-04,4.394737061038386
19090SM X 2020-03-05,3.9236832765590393
19090SM X 2020-03-06,4.025966509059985
19090SM X 2020-03-07,3.9792293807203585
19090SM X 2020-03-08,4.716486930145359
19090SM X 2020-03-09,3.9145859669618064
19090SM X 2020-03-10,4.449420909300867
19090SM X 2020-03-11,4.316224799959182
19090SM X 2020-03-12,4.06364208680058
19090SM X 2020-03-13,4.014168118612335
19090SM X 2020-03-14,3.818258677318335
19090SM X 2020-03-15,4.473183218173981
19090SM X 2020-03-16,4.480768564776239
19090SM X 2020-03-17,4.281213262094007
19090SM X 2020-03-18,3.9845898078166613
19090SM X 2020-03-19,3.8233786227689848
19090SM X 2020-03-20,4.425232645176411
19090SM X 2020-03-21,3.9347338415520294
19090SM X 2020-03-22,3.8927504988004227
19090SM X 2020-03-23,3.8840552923553204
19090SM X 2020-03-24,4.146600849403001
19090SM X 2020-03-25,3.729100388140429
19090SM X 2020-03-26,3.903725843181104
19090SM X 2020-03-27,3.955787290989228
19090SM X 2020-03-28,3.710794448751175
19090SM X 2020-03-29,3.7500398040735723
19090SM X 2020-03-30,3.961862155586399
19090SM X 2020-03-31,3.967195811507306
19090SM X 2020-04-01,4.006198584299979
19090SM X 2020-04-02,3.68815228780678
19090SM X 2020-04-03,3.4785244798135997
19090SM X 2020-04-04,3.925767767954623
1BD5TVT X 2020-01-02,4.3341566989795774
1BD5TVT X 2020-01-03,4.288581206814555
1BD5TVT X 2020-01-04,4.30145186908798
1BD5TVT X 2020-01-05,4.125016087598338
1BD5TVT X 2020-01-06,4.2916741514081815
1BD5TVT X 2020-01-07,4.5594103937693955
1BD5TVT X 2020-01-08,4.3324737122411
1BD5TVT X 2020-01-09,4.6199611521535955
1BD5TVT X 2020-01-10,4.1176909546749245
1BD5TVT X 2020-01-11,4.266740381936197
1BD5TVT X 2020-01-12,4.33472442254486
1BD5TVT X 2020-01-13,4.41318997974302
1BD5TVT X 2020-01-14,4.293748711429536
1BD5TVT X 2020-01-15,4.241070581585268
1BD5TVT X 2020-01-16,4.426119492967403
1BD5TVT X 2020-01-17,4.116737139960973
1BD5TVT X 2020-01-18,4.237992382188021
1BD5TVT X 2020-01-19,4.056389440266219
1BD5TVT X 2020-01-20,4.2654465553648375
1BD5TVT X 2020-01-21,4.785339751173577
1BD5TVT X 2020-01-22,4.492345173064953
1BD5TVT X 2020-01-23,4.553515371054629
1BD5TVT X 2020-01-24,3.997119478366299
1BD5TVT X 2020-01-25,3.9685802975687405
1BD5TVT X 2020-01-26,4.563228483583238
1BD5TVT X 2020-01-27,4.387983718581628
1BD5TVT X 2020-01-28,4.319973013401495
1BD5TVT X 2020-01-29,4.170332876970453
1BD5TVT X 2020-01-30,4.910080804571158
1BD5TVT X 2020-01-31,4.752886673422655
1BD5TVT X 2020-02-01,4.619913635089641
1BD5TVT X 2020-02-02,4.7168770057513205
1BD5TVT X 2020-02-03,4.536246718793266
1BD5TVT X 2020-02-04,4.134056233890785
1BD5TVT X 2020-02-05,4.190254106612222
1BD5TVT X 2020-02-06,4.600626904453467
1BD5TVT X 2020-02-07,4.5111789075948066
1BD5TVT X 2020-02-08,4.3900385641539925
1BD5TVT X 2020-02-09,4.004799877176793
1BD5TVT X 2020-02-10,4.445056814982067
1BD5TVT X 2020-02-11,4.384569570383505
1BD5TVT X 2020-02-12,4.336396561682456
1BD5TVT X 2020-02-13,4.445609411351548
1BD5TVT X 2020-02-14,4.498052892742937
1BD5TVT X 2020-02-15,4.606309901265449
1BD5TVT X 2020-02-16,3.6329595819202414
1BD5TVT X 2020-02-17,4.567843201993485
1BD5TVT X 2020-02-18,4.685972018643746
1BD5TVT X 2020-02-19,4.794561728291028
1BD5TVT X 2020-02-20,4.562627437344448
1BD5TVT X 2020-02-21,4.5161814089619385
1BD5TVT X 2020-02-22,4.439806738772423
1BD5TVT X 2020-02-23,4.542328582858917
1BD5TVT X 2020-02-24,4.450288990647643
1BD5TVT X 2020-02-25,4.386788943314154
1BD5TVT X 2020-02-26,4.548613281428024
1BD5TVT X 2020-02-27,4.2706627198791525
1BD5TVT X 2020-02-28,4.483645419571995
1BD5TVT X 2020-02-29,4.15281479053366
1BD5TVT X 2020-03-01,3.9357809670176955
1BD5TVT X 2020-03-02,3.8385361056828096
1BD5TVT X 2020-03-03,3.8059605178292433
1BD5TVT X 2020-03-04,3.3812842023468574
1BD5TVT X 2020-03-05,3.5748504125182095
1BD5TVT X 2020-03-06,4.416499081911666
1BD5TVT X 2020-03-07,4.350218666034136
1BD5TVT X 2020-03-08,4.1966630339951845
1BD5TVT X 2020-03-09,4.27252457462878
1BD5TVT X 2020-03-10,4.125216773506967
1BD5TVT X 2020-03-11,4.181913028630473
1BD5TVT X 2020-03-12,4.128946663279393
1BD5TVT X 2020-03-13,4.081335436466031
1BD5TVT X 2020-03-14,3.8349637930219744
1BD5TVT X 2020-03-15,4.304115968053333
1BD5TVT X 2020-03-16,3.8471780248924645
1BD5TVT X 2020-03-17,3.7766918347278207
1BD5TVT X 2020-03-18,3.9154032282540854
1BD5TVT X 2020-03-19,3.9245391428235825
1BD5TVT X 2020-03-20,4.285405438456113
1BD5TVT X 2020-03-21,4.265000108265828
1BD5TVT X 2020-03-22,4.065590009988887
1BD5TVT X 2020-03-23,3.9682780204221952
1BD5TVT X 2020-03-24,3.996634990206985
1BD5TVT X 2020-03-25,3.877553716581657
1BD5TVT X 2020-03-26,4.289377892229292
1BD5TVT X 2020-03-27,4.138069680982125
1BD5TVT X 2020-03-28,3.6647471084056997
1BD5TVT X 2020-03-29,3.724837412638836
1BD5TVT X 2020-03-30,3.764492341994254
1BD5TVT X 2020-03-31,4.0253238416939014
1BD5TVT X 2020-04-01,4.104349198666982
1BD5TVT X 2020-04-02,4.009833269327878
1BD5TVT X 2020-04-03,4.061818400970602
1BD5TVT X 2020-04-04,3.4892567853647067
1JJE0UY X 2020-01-02,3.3710358056395453
1JJE0UY X 2020-01-03,3.333085112289785
1JJE0UY X 2020-01-04,3.315226129860106
1JJE0UY X 2020-01-05,3.199716810309324
1JJE0UY X 2020-01-06,3.3411852462851375
1JJE0UY X 2020-01-07,3.579694266413874
1JJE0UY X 2020-01-08,3.4993907108968147
1JJE0UY X 2020-01-09,3.229687750076474
1JJE0UY X 2020-01-10,3.527128741621124
1JJE0UY X 2020-01-11,2.939418663420203
1JJE0UY X 2020-01-12,2.762183925264008
1JJE0UY X 2020-01-13,3.2520491660589794
1JJE0UY X 2020-01-14,3.094055400937579
1JJE0UY X 2020-01-15,3.205110445621308
1JJE0UY X 2020-01-16,3.4021804875880877
1JJE0UY X 2020-01-17,3.3606053987149087
1JJE0UY X 2020-01-18,3.562848144591253
1JJE0UY X 2020-01-19,3.669240922074568
1JJE0UY X 2020-01-20,4.128437063377222
1JJE0UY X 2020-01-21,4.181702519648082
1JJE0UY X 2020-01-22,4.105815706346829
1JJE0UY X 2020-01-23,4.15004023450085
1JJE0UY X 2020-01-24,3.708819594538312
1JJE0UY X 2020-01-25,3.946965018147928
1JJE0UY X 2020-01-26,3.6959494231593286
1JJE0UY X 2020-01-27,2.7565889150220144
1JJE0UY X 2020-01-28,2.764278009723494
1JJE0UY X 2020-01-29,3.107399214682558
1JJE0UY X 2020-01-30,2.926256879498512
1JJE0UY X 2020-01-31,2.703893052444818
1JJE0UY X 2020-02-01,3.0397790227779895
1JJE0UY X 2020-02-02,3.530705148114581
1JJE0UY X 2020-02-03,2.9939608653141514
1JJE0UY X 2020-02-04,3.4516497620479307
1JJE0UY X 2020-02-05,4.126503955828934
1JJE0UY X 2020-02-06,4.22444503659735
1JJE0UY X 2020-02-07,4.518638613906389
1JJE0UY X 2020-02-08,3.2170129361697883
1JJE0UY X 2020-02-09,2.5165526048869467
1JJE0UY X 2020-02-10,2.7081549313766136
1JJE0UY X 2020-02-11,2.7815085447762113
1JJE0UY X 2020-02-12,3.1089641474029364
1JJE0UY X 2020-02-13,3.0758459964973732
1JJE0UY X 2020-02-14,3.746383621759838
1JJE0UY X 2020-02-15,2.6481991989559646
1JJE0UY X 2020-02-16,2.7887634759780795
1JJE0UY X 2020-02-17,3.012020622226471
1JJE0UY X 2020-02-18,3.106118099891754
1JJE0UY X 2020-02-19,3.1831867275662864
1JJE0UY X 2020-02-20,2.7257612894442205
1JJE0UY X 2020-02-21,3.198727592996436
1JJE0UY X 2020-02-22,3.0371841767407277
1JJE0UY X 2020-02-23,3.0684530078515557
1JJE0UY X 2020-02-24,3.1585534076719317
1JJE0UY X 2020-02-25,2.713288413246691
1JJE0UY X 2020-02-26,3.0256814833956986
1JJE0UY X 2020-02-27,3.1308632982855746
1JJE0UY X 2020-02-28,3.120099669681049
1JJE0UY X 2020-02-29,2.7943874450862696
1JJE0UY X 2020-03-01,3.145774894630031
1JJE0UY X 2020-03-02,3.328376213876246
1JJE0UY X 2020-03-03,3.7441170189177786
1JJE0UY X 2020-03-04,3.469718436992702
1JJE0UY X 2020-03-05,3.9351775561804008
1JJE0UY X 2020-03-06,3.7241335999463736
1JJE0UY X 2020-03-07,3.823768514468931
1JJE0UY X 2020-03-08,2.875767342759095
1JJE0UY X 2020-03-09,3.5871613698279683
1JJE0UY X 2020-03-10,2.9214863774716013
1JJE0UY X 2020-03-11,3.560084351882932
1JJE0UY X 2020-03-12,3.255252580048712
1JJE0UY X 2020-03-13,3.4163153047705466
1JJE0UY X 2020-03-14,3.641294246803451
1JJE0UY X 2020-03-15,3.3020320950861315
1JJE0UY X 2020-03-16,3.514585984777546
1JJE0UY X 2020-03-17,3.138833249290839
1JJE0UY X 2020-03-18,2.8860600815553177
1JJE0UY X 2020-03-19,3.9230568203098866
1JJE0UY X 2020-03-20,3.5640370846138083
1JJE0UY X 2020-03-21,3.510995433560317
1JJE0UY X 2020-03-22,3.280825300297983
1JJE0UY X 2020-03-23,4.027643028155252
1JJE0UY X 2020-03-24,4.542124321684751
1JJE0UY X 2020-03-25,4.113170499646353
1JJE0UY X 2020-03-26,4.323649215805856
1JJE0UY X 2020-03-27,4.348997738546044
1JJE0UY X 2020-03-28,3.3835040459872894
1JJE0UY X 2020-03-29,3.1217583911469156
1JJE0UY X 2020-03-30,3.1538939495531597
1JJE0UY X 2020-03-31,3.1918913387634866
1JJE0UY X 2020-04-01,3.122612847478388
1JJE0UY X 2020-04-02,3.2135840544696848
1JJE0UY X 2020-04-03,3.316757687202581
1JJE0UY X 2020-04-04,3.7139433784548075
1PILPB3 X 2020-01-02,4.038784811257842
1PILPB3 X 2020-01-03,4.04956994988278
1PILPB3 X 2020-01-04,3.882426865515315
1PILPB3 X 2020-01-05,4.06295841085722
1PILPB3 X 2020-01-06,4.143048038000323
1PILPB3 X 2020-01-07,3.229978069371106
1PILPB3 X 2020-01-08,3.3849626038653557
1PILPB3 X 2020-01-09,4.225918964887569
1PILPB3 X 2020-01-10,3.6391972206038634
1PILPB3 X 2020-01-11,3.86301752056045
1PILPB3 X 2020-01-12,3.8823466807442673
1PILPB3 X 2020-01-13,3.6834954518585423
1PILPB3 X 2020-01-14,3.8621426325048933
1PILPB3 X 2020-01-15,3.8643511914696287
1PILPB3 X 2020-01-16,4.029640231871234
1PILPB3 X 2020-01-17,4.305092240364889
1PILPB3 X 2020-01-18,3.682585396695374
1PILPB3 X 2020-01-19,3.703776699368179
1PILPB3 X 2020-01-20,4.147581751590336
1PILPB3 X 2020-01-21,3.9234471055916105
1PILPB3 X 2020-01-22,4.006062938528082
1PILPB3 X 2020-01-23,4.1459541798507455
1PILPB3 X 2020-01-24,3.388761521495666
1PILPB3 X 2020-01-25,3.7870512327277446
1PILPB3 X 2020-01-26,3.5693289239529937
1PILPB3 X 2020-01-27,3.420646306955566
1PILPB3 X 2020-01-28,3.242859961541936
1PILPB3 X 2020-01-29,3.460425406224
1PILPB3 X 2020-01-30,3.4484122211901687
1PILPB3 X 2020-01-31,3.3832878165243847
1PILPB3 X 2020-02-01,3.5553148964852346
1PILPB3 X 2020-02-02,4.376477533815555
1PILPB3 X 2020-02-03,4.371299126661587
1PILPB3 X 2020-02-04,4.658809824728063
1PILPB3 X 2020-02-05,3.9260023300038815
1PILPB3 X 2020-02-06,3.7413000526164915
1PILPB3 X 2020-02-07,4.183090930220559
1PILPB3 X 2020-02-08,3.5120450742317324
1PILPB3 X 2020-02-09,3.8958491286080896
1PILPB3 X 2020-02-10,3.847958313854865
